formula,target
Al1 Ag1 N2 O1,2.1
Ca1 Cd1 S1 O2,1.8
Co1 Hg1 N1 O2,2.84
Be1 Cr1 O2 F1,0.78
Ga1 Ru1 O3,1.06
La1 Pd1 O2 F1,0.94
La1 Fe1 N2 O1,0.6
Hg1 Bi1 O2 F1,1.04
W1 Au1 N1 O2,1.92
Ag1 Hg1 O3,1.96
K1 Be1 N3,2.94
Te1 Mo1 N1 O2,0.98
Cs1 Ba1 N1 O2,1.64
Cd1 Ni1 O3,1.06
Ba1 Mn1 O3,-0.08
Be1 Zn1 S1 O2,2.48
Sb1 Pt1 O3,1.22
Co1 Re1 O3,0.94
Re1 Pb1 O2 F1,2.04
Fe1 Pd1 O3,1.26
Rb1 Na1 O2 F1,1.52
Cs1 Sc1 S1 O2,3.22
Sc1 Pb1 N1 O2,1.34
Mg1 Re1 S1 O2,0.9
Co1 Sn1 S1 O2,0.9
Cs1 Ca1 N1 O2,1.7
Sc1 Pt1 O3,1.36
Cd1 Pb1 O3,1.2
Ag1 Rh1 N3,1.88
Hf1 Ag1 O3,2.32
Be1 Rh1 N1 O1 F1,2.3
B2 O3,1.94
Sr1 Ge1 N1 O2,2.32
Na1 Zr1 S1 O2,0.84
K1 Pd1 N1 O1 F1,1.4
Be1 Ge1 N3,1.6
Cr1 Ru1 O2 F1,1.2
As1 Ru1 S1 O2,1.08
Ba1 Zr1 O3,-0.28
Sr1 B1 O2 F1,0.78
Na1 Ge1 N2 O1,1.98
Nb1 W1 N1 O1 F1,0.94
Sr1 Te1 O3,1.98
Bi1 Ir1 N1 O1 F1,1.24
Y2 N1 O1 F1,0.96
K1 Mn1 N2 O1,4.64
Mn1 V1 N1 O2,0.24
Hg1 Rh1 O3,1.38
Si1 Sn1 N2 O1,1.6
Hf1 Sn1 S1 O2,1.56
Mg1 Bi1 N3,2.12
V1 Pt1 N1 O1 F1,1.8
Mn1 Co1 O2 F1,0.7
Co1 Re1 O2 F1,1.1
Co1 Ag1 O2 F1,0.84
Cr1 W1 N3,0.48
Ca1 Sn1 N2 O1,1.32
Li1 Bi1 O3,1
In1 Ir1 S1 O2,1.12
Rb1 K1 N2 O1,3.8
Rb1 V1 N1 O2,0.4
Re1 Ag1 N1 O1 F1,2.42
Cs1 Pd1 N1 O2,2.02
K1 Mo1 N2 O1,4.04
Re1 Bi1 N1 O2,0.72
V1 Mo1 N1 O2,0.96
Be1 Tl1 N2 O1,2.56
Pd1 Pb1 S1 O2,1.16
Rh2 N3,1.6
Hf1 Rh1 O3,1.86
Os1 Au1 O2 F1,1.2
Hf1 Ag1 N1 O1 F1,0.76
Li1 Pt1 S1 O2,1.6
Hf1 Tl1 S1 O2,1.74
V1 Cu1 N3,1.42
Ca1 Tl1 N2 O1,2.18
Hf1 Mn1 N1 O1 F1,0.86
Cd1 Pt1 N1 O1 F1,2.18
Ca1 Zn1 N1 O1 F1,1.34
Ba1 B1 N1 O1 F1,3.3
Ga1 W1 O2 F1,0.48
Mg1 B1 O3,1.06
Sr1 Cu1 S1 O2,1.12
Sr1 Pd1 N1 O2,1.16
Be1 Sn1 N2 O1,1.76
V1 Pb1 O2 F1,0.08
Fe1 Re1 N1 O1 F1,1.66
Nb1 Re1 O2 F1,1.52
Pt1 W1 N2 O1,0.6
La1 V1 N1 O2,2.4
Si1 Ge1 N1 O1 F1,0.84
Ca1 Ta1 O3,0.16
Mg1 Ta1 S1 O2,1.42
Y1 Ru1 O3,1.3
Ba1 Zn1 N1 O1 F1,2.18
Li1 Be1 N1 O2,1.8
Ca1 B1 N1 O1 F1,3.26
K1 Pb1 N2 O1,2.1
Pd1 Ru1 N3,1.42
Sc1 Al1 N3,2.36
Na1 Sr1 N2 O1,2.8
Hf1 Ru1 N3,1.96
W1 Au1 N1 O1 F1,0.74
Os1 Pd1 N1 O2,2.06
Cu1 Os1 S1 O2,2.26
Be1 Mo1 O2 F1,1.04
Re1 Ge1 N1 O1 F1,1.64
Tl1 Si1 N2 O1,2.4
Hg1 Au1 N1 O2,2.1
K1 Mg1 S1 O2,2.96
Y1 B1 N1 O2,1.1
Zn1 Si1 S1 O2,1.66
Rb1 Mn1 S1 O2,1.14
Mg1 Ir1 N3,1.54
Na2 N1 O2,1.78
Ga1 Ge1 S1 O2,0.9
Re1 Pb1 S1 O2,0.7
As1 Ir1 N1 O2,2
Ca1 Rh1 N1 O1 F1,1.24
Mn1 Nb1 N2 O1,0.46
Hf1 Mo1 O2 F1,1.48
Rb1 Ir1 S1 O2,4.02
Nb1 Ag1 N2 O1,0.82
Zr1 Ir1 O2 F1,1.62
Ba1 Nb1 N3,0.74
Si1 Rh1 N1 O1 F1,2.08
Co1 Te1 O3,1.04
La1 Al1 O3,-0.1
Tl1 Cd1 N1 O2,1.72
Pt1 Au1 O3,2.1
Sb1 Ir1 S1 O2,1.12
Ta1 Be1 N2 O1,1.2
Hf1 Zn1 N2 O1,1.48
Ba1 Pt1 O2 F1,0.9
Ca1 Zn1 S1 O2,1.04
Sr1 Si1 N3,1.44
Mn1 Ru1 N1 O2,1.26
Sn1 B1 N1 O2,1.34
Ba1 Mo1 N1 O1 F1,0.46
Al1 Pd1 O2 F1,2.02
Ba1 Rh1 S1 O2,2.74
Ga1 B1 N1 O1 F1,1.24
Al1 Fe1 N2 O1,1.2
Li1 Be1 O3,1.46
La1 Ag1 N2 O1,1.54
Nb1 Hg1 N1 O2,2.4
Si1 Os1 O2 F1,2.12
Ca1 Ni1 S1 O2,1.16
Zr1 Ti1 N1 O1 F1,1.02
Y1 Ga1 O2 F1,0.78
In1 Pb1 N1 O1 F1,1.2
V1 Sn1 S1 O2,0.84
Hf1 Pt1 N1 O1 F1,1.58
Li1 Tl1 N1 O1 F1,1.74
Ca1 Rh1 S1 O2,1.14
Al1 Ge1 N2 O1,1.16
Ca1 Os1 O2 F1,1.14
Ti1 Al1 S1 O2,0.86
Cr1 Ir1 S1 O2,1.08
Zr1 Ru1 O2 F1,1
Sc1 Ta1 S1 O2,0.62
Ta1 Rh1 N1 O2,1.36
Ta1 Ru1 N2 O1,1.26
Pd1 Pb1 N1 O2,1.34
K1 Ni1 N1 O1 F1,3.3
In1 W1 N3,0.68
Cu1 Pb1 S1 O2,1.2
B1 Au1 O2 F1,1.7
Ba1 Ni1 S1 O2,2.66
Sn1 Au1 N2 O1,1.38
Cs1 Co1 O2 F1,1
Re1 B1 O3,1.62
Tl1 Si1 N2 O1,1.42
Si1 Sb1 S1 O2,1.04
Sr1 Ca1 N3,2.68
Pd1 Ir1 N2 O1,1.7
Rh1 W1 N2 O1,0.56
La1 Te1 O2 F1,1.16
Ta1 Pd1 N1 O2,0.46
Y1 Ru1 N2 O1,1.42
Y1 Cu1 N1 O1 F1,1.5
Y1 Mn1 N2 O1,0.74
Sn1 Au1 N1 O1 F1,1.54
Ti1 Nb1 N1 O2,0.62
Ga1 Sb1 N1 O1 F1,0.8
Zr1 Hg1 N1 O1 F1,2.28
Ge1 Pb1 N3,1.42
Re1 Os1 S1 O2,1.32
Ti1 Ag1 N1 O2,2.44
Rh1 Au1 O3,2.04
Hf1 Au1 N3,2.28
Be1 Cd1 O3,2.64
Na1 Mg1 O3,1.9
Mn1 Fe1 N1 O1 F1,1.1
Ta1 Ni1 N3,1.2
Ga1 Fe1 N3,1.14
Zr1 Pt1 S1 O2,0.9
Ba1 Ag1 N1 O2,2.28
Hf1 B1 N1 O2,2.3
Ba1 Mn1 N1 O2,1.5
Al1 Cr1 N3,0.96
In1 Ag1 O2 F1,1.3
Mo1 Ru1 O2 F1,1.52
Zr1 Nb1 O3,0.64
Nb1 Cu1 O2 F1,1.42
Sr1 Re1 S1 O2,0.74
Al1 Ga1 N3,1.58
Ca1 Ag1 N1 O2,1.7
Al1 Hg1 S1 O2,2.42
Ca1 Mn1 N1 O2,2.9
Tl1 Si1 O3,0.8
Nb1 Si1 N3,0.78
Hf1 Zn1 N1 O2,1.1
V1 Re1 N3,1.72
Hg1 Au1 N3,2.46
Y1 Be1 O3,2.26
Li1 Rh1 N2 O1,2
Li1 Ru1 N1 O2,1.1
La1 As1 N1 O1 F1,1.64
Si1 Hg1 O3,2.3
Na1 Cd1 O2 F1,1.24
Be1 Cr1 N1 O1 F1,1.3
Sc1 Rh1 O3,1.1
Be1 V1 N1 O1 F1,1.52
Hg1 Bi1 N1 O1 F1,1.24
Cs1 Nb1 N2 O1,2.62
Ga2 N2 O1,1.66
Te1 Pt1 N1 O2,1.46
K1 Sc1 O3,2.6
La1 Pd1 N1 O1 F1,1.14
Ni1 Ge1 N1 O2,1.12
Ru1 Au1 O3,1.54
Li1 V1 N2 O1,1.22
K1 Li1 N1 O2,2.86
Y1 Ti1 S1 O2,1.04
Na1 Te1 N2 O1,1.68
Nb1 B1 N1 O1 F1,1.44
K1 Pb1 O3,0.82
Li1 Sn1 O2 F1,0.54
Ca1 Fe1 N3,1.98
Sr1 W1 O2 F1,0.6
Al1 As1 N2 O1,1.62
Sb1 Rh1 O3,0.98
Ba1 Te1 O3,2.08
Cd1 B1 N3,3.72
Be1 Os1 N1 O1 F1,1.78
Cs1 Hf1 O2 F1,0.28
Be1 Te1 S1 O2,1.14
Na1 Tl1 O2 F1,1.74
Sn1 Mo1 N1 O2,0.98
Hf1 Cd1 O3,0.36
Ba1 W1 S1 O2,2.98
Ti1 Bi1 N1 O1 F1,0.58
In1 Ge1 N1 O1 F1,0.72
Mn1 Ga1 O2 F1,0.44
Y1 Au1 N1 O2,1.96
Hf1 Pt1 O3,1.64
Rh1 Pt1 N3,1.78
Be1 Re1 N3,1.54
Cr1 B1 N2 O1,2.34
Co1 B1 N1 O2,1.86
Ba1 Sn1 S1 O2,0.42
B1 W1 O3,1.52
Sc1 Ag1 O3,1.48
Ga1 Si1 N3,1.4
In1 Cu1 S1 O2,0.9
Co1 Ge1 O3,0.9
Rh1 Au1 O2 F1,1.32
Cs1 Bi1 N2 O1,2.04
Sb1 Ir1 O3,1.74
Mg1 Te1 N2 O1,1.66
Cs1 K1 N3,3.9
Ca1 W1 S1 O2,1.44
In1 Fe1 N1 O1 F1,0.84
Zr1 Ga1 N1 O2,0.7
Ag1 Sb1 O3,1.34
Co1 Cu1 N1 O1 F1,1.88
V1 Mo1 N1 O1 F1,0.98
Cd1 Au1 N1 O2,1.76
Nb1 Fe1 N3,1
Y1 Sn1 O2 F1,0.44
Tl1 Fe1 O3,0.76
Zn1 Co1 N1 O2,1.16
Hg1 Pt1 O3,1.52
Zn1 Cr1 N2 O1,1.18
Al1 Pb1 N2 O1,1.86
Na1 Fe1 S1 O2,1.44
Na1 Ag1 N3,3.28
B1 Sb1 N2 O1,2.68
Rb1 Zn1 N2 O1,3.96
Li1 Pd1 O3,1.4
Cd1 W1 O3,0.3
Y1 Ta1 N3,2.48
Mn1 Co1 N1 O1 F1,1.1
V1 Pt1 O2 F1,1.46
Li1 Hf1 N2 O1,2.04
Tl1 Cr1 N1 O2,2
Li1 Ti1 N3,1.78
Li1 Ca1 S1 O2,1.7
Co1 Ag1 N1 O1 F1,1.1
Sc1 Ag1 N1 O2,1.74
Co1 Re1 N1 O1 F1,1.04
Re1 Ag1 O2 F1,2.22
Os1 Au1 N1 O1 F1,1.16
K1 Hg1 S1 O2,1.8
Nb1 W1 O2 F1,1.28
K1 Sb1 N3,2.02
Rb1 B1 N2 O1,4.96
Zn1 Sb1 N2 O1,1.5
Cs1 Ir1 O3,3.46
Mo1 As1 N1 O2,0.98
Sr1 B1 N1 O1 F1,1.36
Co1 Ir1 N1 O2,1.48
Ca1 As1 N3,1.56
Li1 Si1 S1 O2,1.58
Cs1 Au1 S1 O2,1.82
Cu1 W1 N1 O2,0.46
Y2 O2 F1,0.78
Bi1 Ir1 O2 F1,1.24
La1 Mo1 S1 O2,1.12
La1 Ir1 S1 O2,0.86
Sc1 Nb1 N2 O1,0.94
Li1 Cu1 N3,2.56
Ge1 As1 O3,0.96
Be1 Rh1 O2 F1,2.2
Na1 Nb1 O3,-0.32
Cs1 K1 O3,1.86
Ta1 Co1 N2 O1,0.56
Ba1 La1 N1 O2,0.78
K1 Pd1 O2 F1,1.2
Cr1 Ru1 N1 O1 F1,1.36
Ni1 Pt1 N2 O1,1.6
K1 Fe1 N2 O1,1.78
Re1 Pb1 N1 O1 F1,2.3
Ag1 Ir1 O3,1.4
Rb1 Na1 N1 O1 F1,1.96
Ag1 Pd1 S1 O2,1.32
Te1 Ru1 S1 O2,1.14
Ir1 Pb1 N3,1.94
Ta1 Ti1 S1 O2,0.64
Al1 Zn1 O3,0.82
Pt2 N3,1.82
Sr1 Fe1 N3,1.48
K1 Ti1 S1 O2,0.78
Rb1 Ca1 O3,1.86
K1 Ge1 N2 O1,1.7
Fe1 Sn1 O3,0.62
K1 Mg1 O2 F1,2.26
As1 Rh1 N3,1.88
Hf1 As1 O3,1.2
Ca1 Hg1 N1 O1 F1,1.88
Hg1 Os1 N1 O2,3.04
Zn1 Si1 O2 F1,1.52
Hf1 Sn1 N1 O1 F1,0.52
Ge1 Pd1 N1 O1 F1,1.04
Cs1 As1 N2 O1,2.06
Zr1 Os1 N3,1.3
Sb1 Te1 N1 O2,1.04
Rb1 Mn1 O2 F1,0.42
Ga1 Ge1 O2 F1,0.44
B1 Au1 N1 O2,2.86
Ba1 Be1 N1 O2,1.4
Zr1 V1 N1 O2,0.9
K1 Zr1 N2 O1,2.44
Re1 Pb1 O2 F1,0.8
Ca1 Mo1 N2 O1,0.54
Al1 Ir1 N1 O1 F1,2.06
V1 B1 O3,1.28
Hf1 Mo1 S1 O2,1.22
Rb1 Ir1 O2 F1,3.52
Sc1 Ti1 N1 O1 F1,1.46
Si1 Mo1 N2 O1,1.5
Zr1 Ir1 S1 O2,1.54
Hg1 As1 O3,1.04
Ba1 Hg1 N1 O1 F1,1.94
Rb1 Zr1 N1 O2,0.6
Mg1 Mo1 N2 O1,1.46
Fe1 Pd1 N1 O1 F1,1.18
Sb1 Ir1 O2 F1,1.8
Be1 Ir1 O3,1.56
Cd1 Co1 N1 O2,1.14
Cr1 Cd1 N2 O1,1
Al1 B1 N3,3.06
Sr1 Hg1 N1 O2,1.46
Zn1 Au1 N1 O2,1.74
Cd1 Ru1 N1 O1 F1,2.08
Al1 Re1 N1 O2,1.26
Ba1 Pt1 S1 O2,0.94
Ca1 Zn1 O2 F1,0.58
Cr1 Cu1 N1 O1 F1,0.9
Li1 Pt1 O2 F1,1.48
Hf1 Tl1 O2 F1,2.3
Rb1 Rh1 O3,3.1
Rb1 Hf1 N3,3.98
Tl1 Pb1 O3,1.16
Mn1 Os1 N3,1.48
Sr1 Cu1 O2 F1,0.7
Mn1 Ge1 N2 O1,1.2
Ga1 W1 S1 O2,0.56
Ti1 Os1 N1 O2,1
V1 Pb1 S1 O2,0.34
Li1 Be1 N1 O1 F1,2.8
Mo1 Pt1 N1 O2,1.58
Rb1 Ga1 N2 O1,1.96
Nb1 Re1 S1 O2,1.04
Sc1 Co1 O3,0.76
Nb1 Sn1 N2 O1,0.46
Ga1 Au1 O3,1.36
Rb1 Hg1 N3,3.8
Mg1 Ta1 O2 F1,1.32
Sr1 Ti1 N1 O2,0.24
Cd1 Fe1 N1 O2,2.14
Ta1 Al1 N1 O1 F1,1.34
Li1 Ag1 N3,2.58
Cr1 Au1 O3,0.92
Cu1 Os1 O2 F1,1.86
Be1 Mo1 S1 O2,1.38
Sn1 Te1 N1 O2,1.24
Ru1 Os1 N3,1.38
Co1 Sb1 O3,0.7
Re1 Ir1 N2 O1,1.62
Zr1 Mn1 N3,1.16
In1 Ni1 N2 O1,1.64
Ta1 Mo1 N3,1.34
Mg2 O3,1.08
Re1 Os1 O2 F1,1.82
Ba1 Tl1 N1 O1 F1,1.16
Zr1 Pt1 O2 F1,0.98
Hg1 Pb1 N1 O2,1.7
Ca1 Al1 N1 O2,0.72
Ti1 B1 N1 O2,1.08
Ag1 Bi1 N2 O1,2
As1 Pt1 N3,2.06
Na1 Ga1 N1 O1 F1,2.5
Al1 Si1 N1 O2,1.82
In1 Ag1 S1 O2,1.58
Rb1 Zr1 N3,1.76
Nb1 Pd1 N1 O2,1.4
Mo1 Ru1 S1 O2,1.32
Zr1 Mo1 N3,1.04
Fe1 Bi1 O3,1.42
Y1 Si1 N1 O1 F1,1.04
Nb1 Cu1 S1 O2,1.54
Al1 Hg1 O2 F1,2.26
Sr1 Re1 O2 F1,0.78
K1 In1 N1 O1 F1,2.6
La1 V1 N1 O1 F1,0.46
In1 Rh1 N2 O1,2.34
Sc1 Au1 O3,1.44
Fe1 Si1 N2 O1,1.28
Li1 Mo1 N1 O1 F1,0.7
Mn1 Pt1 N1 O2,1.44
Cd1 In1 N3,2.04
Al1 Cu1 N1 O2,1.54
La1 Cr1 N1 O1 F1,1.62
Rb1 Cd1 N2 O1,3.66
Rb1 Cu1 N1 O1 F1,3.06
Ba1 Ru1 N1 O2,0.62
Al1 Pd1 S1 O2,1.5
Ba1 Rh1 N2 O1,1.2
Mn1 Au1 N1 O1 F1,1.94
Ti1 Pb1 N1 O2,0.54
Ba1 Rh1 O2 F1,2.22
Zn1 Cu1 O3,1.72
Na1 Hg1 N3,2.8
Mn2 N3,0.98
Ag1 Au1 N1 O1 F1,1.56
Mn1 Tl1 N1 O1 F1,0.82
Ca1 Ni1 O2 F1,1.88
Y1 Ga1 S1 O2,0.64
Ba1 Sn1 N1 O2,1.92
Si1 Os1 S1 O2,1.66
Hf1 Os1 N2 O1,1.56
Ca1 Rh1 O2 F1,1.98
Zn1 Cd1 O3,1.76
Rb1 Pt1 O3,3.28
V1 Sn1 O2 F1,0.92
Ti1 Al1 O2 F1,0.68
Cr1 Ir1 O2 F1,1.52
Zr1 Ru1 S1 O2,0.88
La1 Re1 N3,-0.02
Mn1 Mo1 N3,1.02
Ca1 Os1 S1 O2,0.86
Ca1 Pt1 N3,1.82
Rb1 Mn1 N3,1.92
Cd1 Sb1 N2 O1,1.16
Sc1 Ta1 O2 F1,1.02
Cu1 Pb1 O2 F1,0.84
Cu1 Sb1 N1 O1 F1,1.14
Cs1 Ti1 N1 O1 F1,3.42
Hf1 Hg1 N1 O2,1.12
B1 Au1 S1 O2,1.62
K1 Be1 N3,2.72
Ca1 Sn1 N1 O2,1.7
Ba1 Ni1 O2 F1,2.08
Li1 Au1 N1 O1 F1,2.2
Cs1 Co1 S1 O2,1.56
Si1 Sb1 O2 F1,1.26
La1 Te1 S1 O2,0.94
Zr1 Pd1 N1 O1 F1,1.86
Ta1 Re1 N1 O2,1.36
Ba1 W1 O2 F1,2.5
Ba1 Sc1 O3,2.32
Mg1 Be1 N1 O2,2.5
Sr1 Sb1 N1 O2,2.14
Zn1 Au1 N1 O1 F1,1.68
Ca1 W1 N2 O1,0.36
Mn1 Ga1 S1 O2,0.88
Sr1 Rh1 N3,2.16
Sr1 Hf1 O3,1.42
Cs1 Pb1 N2 O1,2.98
Al1 Cr1 N2 O1,1.46
Cs1 Li1 O3,2.1
Ba1 Sn1 O2 F1,0.22
In1 Cu1 O2 F1,1
Rh1 Au1 S1 O2,1.4
Mg1 Ag1 N3,2.64
Bi1 Pd1 N1 O1 F1,1.26
Sr1 Hg1 O3,1.8
La1 Hg1 N1 O1 F1,1.22
Ca1 W1 O2 F1,2.04
Ba1 Sb1 O3,1.88
K1 Na1 N2 O1,3.38
Na1 V1 N1 O2,0.42
Ta1 Pt1 O3,0.66
Bi1 Ir1 N1 O2,1.58
V1 Ru1 N1 O2,1.62
Ti1 Ir1 N3,1.44
V1 Rh1 N2 O1,1.2
Te1 Rh1 O3,1.3
Ir1 Pd1 O3,2.46
Be1 As1 N1 O1 F1,1.5
Y1 Sn1 S1 O2,0.86
V1 Zn1 N1 O1 F1,0.76
Na1 Fe1 O2 F1,2.72
La1 Y1 O3,0.26
Na1 Cd1 S1 O2,1.52
Ca1 Cu1 N2 O1,1.92
Ca1 Cd1 N1 O1 F1,1.64
Mg1 Cu1 N1 O1 F1,1.58
Tl1 As1 N3,2.88
K1 Ir1 N1 O1 F1,1.22
Li1 Pb1 N3,2.62
Sc1 Os1 N2 O1,1.24
Y1 Ti1 O2 F1,1.02
Ba1 Hg1 O3,0.96
Sc2 N1 O1 F1,1
Zn1 Re1 N3,1.02
Sr1 Sc1 N2 O1,1.52
Ca1 Au1 O3,1.26
La1 Cd1 O3,0.78
Li1 Sn1 S1 O2,1.14
Ba1 Cu1 N2 O1,2.98
Ag1 Te1 O3,1.62
Tl1 V1 N1 O1 F1,2.24
Ga1 Pd1 N3,1.74
Ba1 Cd1 N1 O1 F1,1.9
K1 Re1 N1 O2,0.08
Sr1 W1 S1 O2,0.68
Cd1 Os1 O3,1
In1 W1 N2 O1,1.32
Na1 Tl1 S1 O2,1.44
Cu1 Ir1 N3,2
Zr1 Ag1 N2 O1,1.74
Na1 Sb1 N2 O1,2.88
Be1 Pt1 N2 O1,2
Be1 Te1 O2 F1,1.14
Cs1 Hf1 S1 O2,1
La1 Ti1 N1 O1 F1,0.52
Cr1 Pd1 N3,1.14
Cr1 Hg1 N2 O1,1.22
Co1 Hg1 N1 O2,1.44
Ta1 In1 N1 O2,0.26
La1 Ir1 O2 F1,1.22
Be1 Rh1 S1 O2,1.46
Rb1 Hg1 N2 O1,3.66
Cs1 Os1 N2 O1,2.78
Co1 Sn1 N1 O1 F1,0.88
Zr1 Cr1 O3,0.18
K1 Pd1 S1 O2,1.58
Hf1 Ta1 N3,0.88
Ta1 Rh1 O3,0.48
K1 Cu1 N1 O2,1.5
Mg1 Ir1 N1 O2,1.3
Cr1 Mo1 N1 O2,0.62
K1 Ir1 N1 O2,3.82
V1 Ir1 N2 O1,0.96
Na1 Zr1 N1 O1 F1,0.78
Be1 Zn1 N1 O1 F1,2.32
Mg1 Au1 N1 O2,1.94
Cs1 Zr1 O3,0.26
Ag1 Pd1 O2 F1,1.6
Ta1 Ti1 O2 F1,0.8
Te1 Ru1 O2 F1,1.32
Sr1 Pt1 N3,2.2
Fe1 Te1 N3,2
Y1 Ni1 N1 O2,0.96
Hg1 Sb1 N2 O1,1.46
In1 Ru1 O3,1.2
K1 Ti1 O2 F1,0.18
Cs1 Sc1 N1 O1 F1,3.4
Al1 Ru1 N3,1.16
Sc1 Pd1 N3,1.64
Hf1 Cd1 N1 O2,0.88
Cs1 Sr1 N2 O1,3.22
Tl1 As1 N1 O2,2.22
Mg1 Re1 N1 O1 F1,1.18
Ta1 Hg1 N3,1.16
K1 Cu1 O3,1.3
La1 Ta1 N2 O1,1.46
Sc1 Pb1 N2 O1,1.42
Mn1 Cr1 O3,0.48
In1 Ir1 N1 O1 F1,1.56
Hf1 Sn1 N1 O1 F1,1.86
V1 Pt1 S1 O2,1.32
Al1 V1 O3,0.96
Li1 Ca1 O2 F1,1.02
Re1 Ag1 S1 O2,2.56
La1 Ta1 N3,1.66
Li1 Sb1 O3,0.44
Li1 Mg1 O3,1.52
Pd1 Pb1 N1 O1 F1,1.68
Be1 Al1 O3,1.56
Pt1 Au1 N2 O1,1.84
Be1 V1 N1 O2,1.36
K1 Hg1 O2 F1,1.38
Nb1 W1 S1 O2,0.9
Zr1 Hg1 N3,2.4
Mg1 Ta1 N2 O1,0.72
Cs1 Mn1 O3,0.62
Li1 La1 N1 O2,1.68
As1 Ru1 N1 O1 F1,1.36
Ni1 Ru1 N2 O1,1.48
Tl1 Co1 N3,3.02
Nb1 Cu1 N1 O2,0.44
Zn1 Re1 N3,2.58
Cs1 Au1 O2 F1,1.52
K1 Ti1 O3,0.16
Li1 Si1 O2 F1,2.24
Y2 S1 O2,0.88
Bi1 Ir1 S1 O2,0.96
K1 Pd1 N3,2.42
La1 Mo1 O2 F1,1.96
Nb1 Si1 N3,1.36
In1 Ir1 N2 O1,1.34
Mg1 Ta1 N1 O1 F1,1.76
Cs1 Nb1 N3,1.6
Ca1 B1 S1 O2,3.24
Ta1 Al1 O2 F1,1.1
Ba1 Zn1 S1 O2,2.26
Co1 Pt1 N3,1.52
Mg1 Sc1 N2 O1,1.88
Si1 Ge1 S1 O2,0.94
La1 Ge1 N3,0.66
Te1 Au1 N3,2.5
Re1 Ge1 S1 O2,1.34
Na1 Ni1 O3,1.5
Mn1 Si1 O3,1.02
Ti1 Re1 N2 O1,0.62
Al1 Fe1 O3,1.34
W1 Au1 S1 O2,0.78
Ca1 Ag1 N3,2.38
Cu1 Os1 N1 O1 F1,2.06
Cr1 Ga1 O3,0.32
Sr1 Cu1 N1 O1 F1,1.24
Ta1 Pb1 N2 O1,0.5
Sc1 Cu1 N2 O1,1.58
Hf1 Ag1 S1 O2,0.78
Hf1 Tl1 N1 O1 F1,2.4
Nb1 Cr1 N3,0.78
Li1 Pt1 N1 O1 F1,1.62
Hf1 Mn1 S1 O2,0.72
Ba1 B1 S1 O2,3.38
Ta1 Os1 N3,1.22
Cd1 Pt1 S1 O2,2.3
Ca1 Zn1 S1 O2,1.08
Ga2 O3,0.96
In1 Hg1 N2 O1,1.68
Y1 Te1 N1 O2,1.34
Sn1 Bi1 N2 O1,1.28
Li1 Be1 O2 F1,2.36
Fe1 Re1 S1 O2,1.2
Co1 W1 N1 O2,1.16
Cr1 W1 N2 O1,0.88
Re1 Hg1 N2 O1,3.1
Ca1 Rh1 N3,1.64
Ba1 Hg1 O2 F1,1.52
Fe1 Pd1 O2 F1,0.94
Al1 Mo1 N2 O1,1.38
K1 La1 N3,3.04
Hf1 Ni1 N1 O2,1.44
Si1 Rh1 S1 O2,1.74
Pd2 N2 O1,1.84
Sc1 Ti1 O2 F1,0.8
Ba1 Os1 N2 O1,0.78
Cd1 Ru1 O2 F1,1.74
Te1 Ir1 N3,2.46
Sn1 As1 N1 O2,1.36
Cr1 Cu1 O2 F1,0.56
Mg1 In1 O3,0.96
Ca1 Zn1 N1 O1 F1,1.2
Zr1 Si1 O3,0.74
Ir1 Pb1 N1 O2,1.04
Sb1 Ir1 N1 O1 F1,1.86
Sc1 In1 N1 O2,0.92
Rb1 Mn1 N1 O1 F1,1.12
K1 Fe1 N1 O2,3.66
V1 Fe1 N2 O1,0.56
Li1 Ca1 N3,2.7
Ca1 Hg1 O2 F1,1.32
K1 Mg1 N1 O1 F1,3.12
Ge1 Pd1 O2 F1,0.8
Zn1 Si1 N1 O1 F1,2.08
Hf1 Sn1 O2 F1,0.44
Al1 Ir1 O2 F1,1.92
Ca1 Rh1 S1 O2,1.04
Rb1 Ir1 N1 O1 F1,3.8
Hf1 Rh1 N2 O1,1.32
Hf1 Ru1 N1 O2,1.76
Te1 Ru1 N2 O1,1.5
Ti1 W1 N1 O2,0.68
Hf1 Rh1 N1 O2,0.94
Ga1 Ge1 N1 O1 F1,0.9
Re1 Pb1 N1 O1 F1,0.74
Sc1 Ta1 N1 O1 F1,1.16
K1 Ni1 S1 O2,3.44
Cu1 Sb1 O2 F1,0.86
Fe1 Cu1 N3,1.64
Sr1 Ta1 N2 O1,0.56
La1 Cd1 O3,0.82
Cu1 Pb1 N1 O1 F1,1.14
V1 Sn1 N1 O1 F1,1.14
Ca1 Rh1 N1 O1 F1,2.44
Li1 Tl1 S1 O2,1.44
Hf1 Pt1 S1 O2,1.66
Ca1 Pt1 N2 O1,1.64
Ni1 Ir1 N3,1.92
Co1 Hg1 O3,1.22
Cr1 Ir1 N1 O1 F1,1.68
Ti1 Al1 N1 O1 F1,1.04
K1 Te1 O3,0.38
Si1 Sb1 N1 O1 F1,1.1
Mg1 W1 N3,1.84
Zr1 Pd1 O2 F1,1.9
Zr1 Fe1 N2 O1,1
Cs1 Ti1 O2 F1,3.02
Rb1 Sb1 N3,3.92
Li1 Au1 O2 F1,1.96
Ba1 Ni1 N1 O1 F1,2.58
Zr1 Tl1 N1 O2,0.8
Ba1 Rh1 N1 O1 F1,2.66
